clerocc	construc	educ	exper	expersq	female	lwage	married	ndurman	nonwhite	northcen	numdep	profocc	profserv	services	servocc	smsa	south	tenure	tenursq	trade	trcommpu	wage	west
0	0	11	38	1444	1	0.67294449999999992	0	0	1	0	0	0	0	1	0	0	1	3	9	0	0	1.96	0
0	0	12	3	9	1	1.4562866687774658	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	4.29	0
0	0	10	47	2209	0	1.0986123085021972	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3.00	0
0	0	12	7	49	0	1.86408	1	0	0	0	0	0	0	0	0	0	1	6	36	1	0	6.45	0
0	1	6	47	2209	0	1.6486586332321166	1	0	1	0	0	0	0	0	0	1	1	13	169	0	0	5.20	0
0	0	13	23	529	1	1.504077434539795	0	0	1	0	0	1	0	0	0	1	1	2	4	1	0	4.50	0
1	0	12	12	144	0	1.3558351993560792	1	0	0	0	3	0	0	0	0	1	1	3	9	1	0	3.88	0
0	0	10	11	121	1	1.2383742332458496	0	0	0	0	2	0	0	0	1	1	1	0	0	1	0	3.45	0
0	0	12	25	625	0	2.3896796703338624	0	0	0	0	0	0	0	0	0	1	1	23	529	0	1	10.91	0
0	0	14	6	36	1	1.4109869003295898	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4.10	0
0	0	13	3	9	0	1.0986123085021972	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	3.00	0
0	0	12	14	196	0	1.7749524116516114	1	0	1	0	2	0	0	1	0	1	1	7	49	0	0	5.90	0
0	0	18	13	169	1	2.890371799468994	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	18.00	0
0	0	12	9	81	0	1.3862943649291992	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	4.00	0
0	0	12	1	1	0	1.0986123085021972	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	3.00	0
0	0	12	6	36	1	1.266947627067566	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.55	0
0	0	12	11	121	1	1.0986123085021972	1	0	0	0	2	0	0	1	1	0	0	1	1	0	0	3.00	0
0	0	12	47	2209	0	2.1690537929534912	1	0	0	0	0	0	0	0	0	0	0	44	1936	0	0	8.75	0
0	0	8	49	2401	1	1.0647107362747192	0	1	0	0	1	0	0	0	0	0	0	6	36	0	0	2.90	0
0	0	13	37	1369	1	1.834180235862732	1	0	0	0	0	1	1	0	0	1	0	17	289	0	0	6.26	0
0	0	13	2	4	1	1.2527629137039184	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3.50	0
1	0	14	7	49	1	1.5260562896728516	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4.60	0
0	0	12	22	484	0	1.7917594909667968	0	0	0	0	2	1	0	0	0	1	0	8	64	1	0	6.00	0
0	0	10	8	64	1	1.0612565279006958	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2.89	0
1	0	16	1	1	0	1.7191888093948364	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	5.58	0
0	0	12	43	1849	1	1.3862943649291992	1	0	0	0	0	0	0	0	0	0	0	6	36	0	1	4.00	0
0	0	16	2	4	0	1.7917594909667968	0	1	0	0	0	0	0	0	0	1	0	2	4	0	0	6.00	0
0	1	12	2	4	1	1.504077434539795	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	4.50	0
1	0	14	1	1	0	1.07158362865448	0	0	0	0	0	0	1	0	0	1	0	3	9	0	0	2.92	0
0	0	18	1	1	0	1.4655674695968628	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4.33	0
0	0	17	26	676	0	2.9386327266693116	1	0	0	0	2	1	1	0	0	1	0	20	400	0	0	18.89	0
0	0	13	1	1	1	1.453953	0	0	0	0	2	1	0	0	0	1	0	1	1	1	0	4.28	0
0	0	14	37	1369	1	1.5195132493972778	1	0	0	0	0	0	0	1	1	1	0	7	49	0	0	4.57	0
0	0	15	12	144	1	1.8325815200805664	1	0	0	0	2	1	1	0	0	1	0	4	16	0	0	6.25	0
0	0	14	41	1681	0	1.0818052291870118	1	0	1	1	0	1	1	0	0	0	0	23	529	0	0	2.95	0
0	0	12	24	576	0	2.1690537929534912	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	8.75	0
0	0	8	38	1444	0	2.140066146850586	0	0	0	1	0	0	0	0	0	1	0	26	676	0	0	8.50	0
1	0	12	18	324	1	1.3217558860778808	1	0	0	1	4	0	1	0	0	1	0	0	0	0	0	3.75	0
0	0	12	26	676	0	1.1474025249481202	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	3.15	0
0	0	8	45	2025	0	1.609438	0	1	0	1	0	0	0	0	0	0	0	2	4	0	0	5.00	0
0	0	12	27	729	0	1.8656293153762816	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6.46	0
0	0	9	2	4	0	0.6931472	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	2.00	0
0	0	12	41	1681	0	1.5665303468704224	1	0	0	1	0	1	0	0	0	1	0	8	64	1	0	4.79	0
0	0	16	11	121	0	1.7544037103652954	1	1	0	1	2	1	0	0	0	1	0	4	16	0	0	5.78	0
0	0	12	5	25	1	1.1568812131881714	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	3.18	0
0	0	16	3	9	1	1.5432981252670288	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	4.68	0
0	0	12	3	9	1	1.4109869003295898	0	0	0	1	0	0	1	0	1	1	0	2	4	0	0	4.10	0
0	0	12	4	16	0	1.0681531429290772	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2.91	0
0	0	13	21	441	0	1.7917594909667968	1	1	0	0	4	0	0	0	0	0	1	13	169	0	0	6.00	0
0	0	10	34	1156	1	1.2809338569641114	1	1	0	0	0	0	0	0	0	0	1	26	676	0	0	3.60	0
0	0	6	49	2401	0	1.3737156391143798	1	0	0	0	6	0	0	0	0	0	1	6	36	0	0	3.95	0
0	1	12	6	36	0	1.94591	1	0	1	0	1	0	0	0	0	0	1	5	25	0	0	7.00	0
0	0	12	26	676	1	1.0986123085021972	1	0	0	0	0	0	0	1	1	0	1	9	81	0	0	3.00	0
0	0	16	9	81	0	1.8050047159194948	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	6.08	0
0	0	12	23	529	0	2.1552445888519288	1	1	0	0	1	0	0	0	0	0	1	9	81	0	0	8.63	0
0	0	8	33	1089	0	1.0986123085021972	1	1	0	0	0	0	0	0	0	0	1	2	4	0	0	3.00	0
1	0	12	5	25	1	1.3217558860778808	1	0	0	0	1	0	1	0	0	0	1	2	4	0	0	3.75	0
0	0	6	49	2401	0	1.0647107362747192	1	0	0	0	0	0	0	0	1	0	1	7	49	0	0	2.90	0
0	0	4	48	2304	0	1.0986123085021972	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3.00	0
0	0	11	35	1225	0	1.8325815200805664	1	0	0	0	0	0	0	0	0	1	1	31	961	1	0	6.25	0
0	0	11	23	529	1	1.2527629137039184	0	1	1	0	2	0	0	0	0	0	1	2	4	0	0	3.50	0
0	0	7	26	676	1	1.0986123085021972	0	0	0	0	3	0	0	0	1	0	1	1	1	1	0	3.00	0
1	0	12	16	256	1	1.1755733489990234	1	0	0	0	2	0	0	0	0	1	1	0	0	1	0	3.24	0
0	0	18	23	529	1	2.0819385051727296	1	0	0	0	1	1	1	0	0	1	1	3	9	0	0	8.02	0
1	0	12	36	1296	1	1.2029722929000854	1	0	0	0	1	0	1	0	0	1	1	8	64	0	0	3.33	0
0	0	16	4	16	0	1.658228	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	5.25	0
0	1	12	10	100	0	1.8325815200805664	1	0	0	0	3	0	0	0	0	1	1	0	0	0	0	6.25	0
0	0	14	18	324	0	1.2527629137039184	1	0	0	1	1	1	0	0	0	0	0	2	4	1	0	3.50	0
0	0	12	3	9	0	1.0818052291870118	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	2.95	0
0	0	10	7	49	1	1.0986123085021972	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	3.00	0
0	0	10	7	49	0	1.5454325675964356	0	0	0	1	0	0	0	0	0	0	0	7	49	0	0	4.69	0
0	0	9	33	1089	1	1.3164082765579224	0	0	0	1	1	0	0	0	0	0	0	2	4	0	0	3.73	0
0	0	10	34	1156	0	1.3862943649291992	1	0	0	1	0	0	0	0	0	0	0	12	144	0	0	4.00	0
0	0	12	8	64	1	1.3862943649291992	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0	4.00	0
0	0	12	17	289	1	1.0647107362747192	1	1	0	1	2	0	0	0	0	0	0	1	1	0	0	2.90	0
0	0	12	2	4	1	1.1151416301727294	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	3.05	0
1	0	10	5	25	1	1.619388222694397	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	5.05	0
0	0	16	41	1681	0	2.63547945022583	1	1	0	1	0	1	0	0	0	1	0	16	256	0	0	13.95	0
0	0	16	35	1225	0	2.899221420288086	1	1	0	1	1	1	0	0	0	1	0	28	784	0	0	18.16	0
0	0	16	11	121	0	1.8325815200805664	0	0	0	1	0	1	0	1	0	1	0	4	16	0	0	6.25	0
1	0	12	4	16	0	1.658228	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	5.25	0
0	0	12	12	144	1	1.5665303468704224	1	0	0	1	3	1	1	0	0	1	0	3	9	0	0	4.79	0
0	0	7	35	1225	1	1.2089602947235108	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3.35	0
0	0	8	33	1089	0	1.0986123085021972	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	3.00	0
0	0	16	8	64	0	2.1317968368530272	1	1	0	0	0	1	0	0	0	1	1	6	36	0	0	8.43	0
0	0	16	2	4	0	1.7404661178588868	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	5.70	0
0	0	18	8	64	0	2.4832384586334228	1	0	0	0	2	1	0	0	0	1	1	10	100	0	1	11.98	0
1	0	13	29	841	1	1.2527629137039184	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	3.50	0
0	0	10	14	196	0	1.4445632696151734	1	0	1	0	1	0	0	0	0	0	1	5	25	1	0	4.24	0
0	0	16	26	676	1	1.94591	1	0	0	0	1	1	1	0	0	1	1	3	9	0	0	7.00	0
1	0	14	11	121	1	1.7917594909667968	1	0	0	0	2	0	1	0	0	1	1	3	9	0	0	6.00	0
0	0	16	10	100	0	2.5030739999999996	0	0	0	0	0	1	1	0	0	1	1	2	4	0	0	12.22	0
0	0	12	13	169	0	1.504077434539795	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4.50	0
0	0	9	23	529	1	1.0986123085021972	1	1	0	0	2	0	0	0	0	0	1	20	400	0	0	3.00	0
0	0	11	1	1	0	1.0647107362747192	0	0	1	0	2	0	0	0	1	0	1	2	4	1	0	2.90	0
0	0	11	35	1225	0	2.70805025100708	1	1	0	0	0	0	0	0	0	0	1	31	961	0	0	15.00	0
0	1	12	5	25	0	1.3862943649291992	1	0	0	0	0	0	0	0	0	0	1	2	4	0	0	4.00	0
0	0	11	13	169	0	1.658228	1	1	0	0	2	0	0	0	0	0	1	11	121	0	0	5.25	0
0	0	12	22	484	0	1.3862943649291992	1	1	0	0	3	0	0	0	0	0	1	3	9	0	0	4.00	0
0	0	12	21	441	1	1.1939224004745484	1	0	0	0	2	1	0	0	0	0	1	9	81	1	0	3.30	0
1	0	12	19	361	1	1.619388222694397	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	5.05	0
0	0	12	13	169	0	1.2753627300262452	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3.58	0
0	0	14	15	225	0	1.609438	1	0	0	0	2	1	0	0	0	0	1	5	25	1	0	5.00	0
0	0	14	3	9	0	1.5195132493972778	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	4.57	0
1	0	18	6	36	0	2.525728702545166	0	0	0	0	0	0	0	1	0	1	1	2	4	0	0	12.50	0
1	0	12	6	36	1	1.2383742332458496	1	0	0	0	0	0	0	0	0	1	1	5	25	1	0	3.45	0
1	0	12	16	256	1	1.5325568914413452	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	4.63	0
0	0	12	31	961	0	2.302585	1	0	0	0	0	1	0	0	0	1	1	2	4	1	0	10.00	0
0	0	11	1	1	1	1.07158362865448	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2.92	0
0	0	12	5	25	0	1.50629723072052	0	0	0	1	0	0	0	0	0	1	0	2	4	1	0	4.51	0
0	0	17	3	9	0	1.8718022108078004	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	6.50	0
0	0	16	11	121	0	2.014903	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	7.50	0
1	0	13	6	36	1	1.2641266584396362	1	0	0	1	0	0	1	0	0	0	0	7	49	0	0	3.54	0
1	0	13	11	121	1	1.4350844621658326	1	0	0	1	2	0	0	0	0	1	0	3	9	1	0	4.20	0
1	0	12	7	49	1	1.255616	1	0	0	1	0	0	0	0	0	1	0	2	4	1	0	3.51	0
0	1	14	5	25	0	1.504077434539795	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	4.50	0
0	0	14	5	25	1	1.2089602947235108	1	0	0	1	0	1	0	0	0	1	0	4	16	1	0	3.35	0
0	0	11	2	4	0	1.0681531429290772	0	0	0	1	2	0	0	0	1	1	0	2	4	1	0	2.91	0
0	0	10	44	1936	0	1.658228	1	0	0	1	1	0	0	0	0	1	0	7	49	0	0	5.25	0
0	0	8	44	1936	0	1.398717	1	1	0	1	0	0	0	0	1	1	0	25	625	0	0	4.05	0
1	0	14	13	169	1	1.3217558860778808	1	0	0	1	3	0	0	0	0	1	0	0	0	1	0	3.75	0
1	1	12	26	676	1	1.2237755060195922	1	0	0	1	1	0	0	0	0	1	0	15	225	0	0	3.40	0
1	0	10	2	4	1	1.0986123085021972	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	3.00	0
0	0	17	10	100	0	1.838961	1	0	0	0	1	1	0	1	0	1	1	3	9	0	0	6.29	0
0	0	9	2	4	1	0.9321641	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	2.54	0
1	0	12	35	1225	1	1.504077434539795	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	4.50	0
1	0	12	6	36	1	1.141033	1	0	0	0	1	0	1	0	0	1	1	5	25	0	0	3.13	0
0	0	14	8	64	0	1.8500283956527708	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	6.36	0
0	0	16	1	1	0	1.5432981252670288	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	4.68	0
0	0	12	14	196	0	1.916922688484192	1	1	0	0	2	0	0	0	0	0	1	10	100	0	0	6.80	0
0	0	10	14	196	0	2.1435892581939696	1	0	0	0	0	0	0	0	0	0	1	6	36	0	0	8.53	0
0	0	0	22	484	1	1.427916	0	0	0	0	0	0	0	1	0	0	1	10	100	0	0	4.17	0
0	0	14	8	64	1	1.3217558860778808	1	0	0	0	0	1	0	0	0	0	1	4	16	0	1	3.75	0
1	0	15	1	1	1	2.40694522857666	0	0	0	0	2	0	1	0	0	0	1	4	16	0	0	11.10	0
0	0	16	15	225	1	1.1817271709442138	1	0	1	0	2	1	0	0	0	1	1	5	25	1	0	3.26	0
0	0	12	14	196	0	2.2115657329559328	1	1	0	0	3	1	0	0	0	1	1	12	144	0	0	9.13	0
0	0	11	37	1369	0	1.504077434539795	1	1	0	0	2	0	0	0	0	1	1	10	100	0	0	4.50	0
0	0	11	1	1	1	1.0986123085021972	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	3.00	0
1	0	12	4	16	0	2.1690537929534912	1	0	0	0	0	0	1	0	0	1	1	4	16	0	0	8.75	0
1	0	13	29	841	1	1.4206957817077636	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4.14	0
0	0	12	45	2025	1	1.054312	1	0	0	1	0	1	0	0	0	0	0	8	64	1	0	2.87	0
1	0	13	22	484	1	1.2089602947235108	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3.35	0
0	0	16	42	1764	0	1.8050047159194948	0	0	0	1	0	1	0	0	0	0	0	10	100	1	0	6.08	0
0	0	15	9	81	0	1.0986123085021972	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3.00	0
1	0	16	8	64	1	1.4350844621658326	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	4.20	0
0	0	15	31	961	1	1.722766637802124	0	0	0	1	2	0	1	0	1	1	0	15	225	0	0	5.60	0
0	0	12	24	576	0	2.302585	1	1	0	1	0	0	0	0	0	1	0	24	576	0	0	10.00	0
0	0	18	16	256	0	2.525728702545166	1	0	0	1	1	1	1	0	0	1	0	5	25	0	0	12.50	0
0	0	6	6	36	0	1.3244189023971558	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3.76	0
1	0	6	14	196	1	1.1314021348953248	0	0	1	0	5	0	0	0	0	1	1	0	0	1	0	3.10	0
1	0	12	47	2209	1	1.4562866687774658	1	1	0	0	2	0	0	0	0	1	1	25	625	0	0	4.29	0
0	0	12	34	1156	0	2.390596	1	0	0	0	0	1	1	0	0	0	1	5	25	0	0	10.92	0
0	0	16	6	36	1	2.014903	1	0	0	0	1	1	1	0	0	1	1	2	4	0	0	7.50	0
0	0	9	7	49	1	1.398717	1	0	0	0	1	0	0	0	0	1	1	4	16	0	0	4.05	0
0	0	12	27	729	0	1.5368672609329224	1	0	0	0	3	0	0	0	1	1	1	2	4	0	0	4.65	0
0	0	11	24	576	0	1.609438	1	0	0	0	0	0	0	0	0	1	1	5	25	1	0	5.00	0
1	0	10	18	324	1	1.0647107362747192	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2.90	0
0	0	12	12	144	1	2.0794415473937988	0	0	1	0	1	0	0	0	0	0	1	3	9	0	0	8.00	0
0	0	8	27	729	0	2.1317968368530272	1	1	0	0	3	0	0	0	0	1	1	3	9	0	0	8.43	0
0	0	9	49	2401	1	1.07158362865448	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2.92	0
0	0	17	4	16	1	1.8325815200805664	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	6.25	1
0	0	16	24	576	1	1.8325815200805664	1	0	0	0	2	1	1	0	0	1	0	2	4	0	0	6.25	1
0	1	11	3	9	0	1.6311994791030884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5.11	1
0	0	10	2	4	1	1.3862943649291992	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	4.00	1
0	0	8	29	841	0	1.4906543493270874	1	0	0	0	3	1	0	0	0	0	1	11	121	1	0	4.44	0
0	0	13	34	1156	0	1.9286186695098876	1	0	0	0	0	1	0	1	0	0	1	21	441	0	0	6.88	0
0	0	14	10	100	0	1.691939115524292	1	0	1	0	1	1	0	0	0	1	1	3	9	1	0	5.43	0
0	0	13	5	25	1	1.0986123085021972	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	3.00	0
0	0	11	2	4	1	1.0647107362747192	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	2.90	0
0	0	7	39	1521	0	1.8325815200805664	1	0	1	0	0	0	0	0	0	1	1	21	441	1	0	6.25	0
1	0	16	5	25	1	1.4678744077682496	0	0	1	0	0	0	1	0	0	1	1	2	4	0	0	4.34	0
1	0	12	14	196	1	1.178655	1	0	0	0	2	0	0	0	0	0	1	2	4	0	1	3.25	0
0	0	13	8	64	0	1.98238	0	0	0	0	0	1	0	0	0	1	1	2	4	1	0	7.26	0
0	0	14	10	100	1	1.8484548330307008	1	0	0	0	2	0	0	0	0	1	1	1	1	0	0	6.35	0
0	0	16	2	4	0	1.7281094789505004	1	0	0	0	0	0	0	0	1	1	0	2	4	1	0	5.63	0
0	0	14	9	81	0	2.1690537929534912	1	1	0	0	1	1	0	0	0	1	0	3	9	0	0	8.75	0
0	0	11	1	1	0	1.1631507873535156	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3.20	0
0	0	8	45	2025	1	1.0986123085021972	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3.00	0
0	0	14	33	1089	1	1.0986123085021972	1	0	0	0	0	0	1	0	1	1	0	3	9	0	0	3.00	0
0	0	17	21	441	0	2.525728702545166	1	0	0	0	3	1	0	0	0	1	0	18	324	0	0	12.50	0
1	0	10	2	4	1	1.0577902793884278	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	2.88	0
0	0	12	9	81	0	1.2089602947235108	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	3.35	0
0	0	12	33	1089	0	1.8718022108078004	1	0	0	1	0	0	0	0	0	0	0	2	4	0	0	6.50	0
0	0	18	16	256	0	2.339881	1	0	1	1	1	1	1	0	0	1	0	2	4	0	0	10.38	0
0	0	14	10	100	0	1.504077434539795	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	4.50	0
0	0	18	9	81	0	2.302585	0	0	0	1	0	1	0	0	0	0	0	8	64	0	1	10.00	0
0	0	12	8	64	1	1.3376291990280152	1	0	0	1	2	0	0	1	1	0	0	1	1	0	0	3.81	0
0	0	16	9	81	0	2.1747517585754396	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	8.80	0
0	0	14	23	529	1	2.242835	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	9.42	0
0	0	12	23	529	0	1.8453001976013184	1	0	0	0	2	1	0	0	0	0	1	8	64	0	0	6.33	0
0	0	9	22	484	0	1.3862943649291992	0	0	1	0	0	0	0	0	0	0	1	18	324	0	0	4.00	0
0	0	12	37	1369	1	1.0647107362747192	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2.90	0
0	0	12	22	484	0	2.995732307434082	1	0	0	0	1	1	0	0	0	0	1	4	16	1	0	20.00	0
0	0	17	28	784	0	2.420368194580078	1	1	0	0	1	0	0	0	0	1	1	25	625	0	0	11.25	0
0	1	12	14	196	1	1.2527629137039184	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	3.50	0
0	0	15	19	361	1	1.7917594909667968	1	0	0	0	2	0	1	0	1	1	1	4	16	0	0	6.00	0
0	0	17	10	100	0	2.6658382415771484	1	1	1	0	1	1	0	0	0	0	1	9	81	0	0	14.38	0
0	0	16	25	625	0	1.8500283956527708	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	6.36	0
0	0	12	21	441	1	1.266947627067566	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3.55	0
0	0	15	32	1024	0	1.0986123085021972	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	3.00	0
0	0	16	21	441	0	1.504077434539795	1	0	0	0	1	1	0	0	0	1	1	10	100	1	0	4.50	0
1	0	12	36	1296	1	1.891604781150818	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	6.63	0
0	0	15	2	4	0	2.2300143241882324	1	0	0	0	0	0	0	0	0	1	1	2	4	1	0	9.30	0
0	0	12	11	121	1	1.0986123085021972	1	0	0	0	2	1	0	0	0	1	1	0	0	1	0	3.00	0
0	0	12	40	1600	1	1.178655	0	0	0	1	0	0	0	0	1	0	0	2	4	1	0	3.25	0
0	0	12	11	121	1	0.4054651	1	0	0	1	2	0	1	0	1	0	0	1	1	0	0	1.50	0
0	0	12	9	81	1	1.7749524116516114	1	0	0	1	1	0	0	0	0	1	0	7	49	0	0	5.90	0
0	0	16	23	529	0	2.0794415473937988	0	0	0	1	0	1	0	0	0	1	0	4	16	1	0	8.00	0
0	0	11	1	1	1	1.0647107362747192	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	2.90	0
0	0	14	30	900	0	1.1908875703811646	0	0	0	1	0	1	0	0	0	1	0	13	169	1	0	3.29	0
0	0	14	41	1681	0	1.8718022108078004	1	0	0	1	0	1	0	0	0	1	0	33	1089	1	0	6.50	0
1	1	13	6	36	1	1.3862943649291992	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4.00	0
0	0	14	11	121	0	1.7917594909667968	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6.00	0
1	0	12	43	1849	1	1.406097	1	0	0	1	0	0	1	0	0	1	0	17	289	0	0	4.08	0
0	0	12	39	1521	1	1.3217558860778808	1	0	0	1	0	1	0	1	0	1	0	2	4	0	0	3.75	0
0	0	8	50	2500	1	1.1151416301727294	0	1	0	0	0	0	0	0	0	0	1	24	576	0	0	3.05	0
0	0	12	26	676	1	1.2527629137039184	1	1	0	0	0	0	0	0	0	0	1	20	400	0	0	3.50	0
0	0	3	51	2601	0	1.07158362865448	0	0	1	0	0	0	0	1	1	1	1	30	900	0	0	2.92	0
0	1	11	3	9	0	1.504077434539795	0	0	0	0	0	0	0	0	0	1	1	9	81	0	0	4.50	0
1	0	15	3	9	1	1.2089602947235108	1	0	0	0	2	0	0	1	0	1	1	1	1	0	0	3.35	0
0	1	11	15	225	0	1.7833912372589112	1	0	1	0	1	0	0	0	0	0	1	9	81	0	0	5.95	0
0	0	12	17	289	0	2.0794415473937988	1	0	0	0	2	1	0	0	0	0	1	6	36	1	0	8.00	0
0	1	4	36	1296	0	1.0986123085021972	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3.00	0
0	0	9	31	961	0	1.609438	1	0	1	0	6	0	0	0	0	0	1	9	81	0	0	5.00	0
0	0	12	9	81	0	1.704748	1	0	0	0	1	0	0	0	0	0	1	4	16	1	0	5.50	0
1	0	12	42	1764	1	0.9745597	1	0	0	0	0	0	0	1	0	1	0	10	100	0	0	2.65	1
0	0	11	3	9	1	1.0986123085021972	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	3.00	1
1	0	12	37	1369	1	1.504077434539795	1	0	0	0	0	0	1	0	0	0	0	14	196	0	0	4.50	1
0	0	16	23	529	0	2.8622010000000004	1	0	0	0	3	1	0	0	0	1	0	22	484	1	0	17.50	1
0	0	13	21	441	0	2.1016921997070312	0	0	0	0	0	1	0	0	0	1	0	5	25	1	0	8.18	1
0	0	15	11	121	0	2.207175	1	0	0	0	1	1	0	0	0	1	0	12	144	0	1	9.09	1
0	0	16	35	1225	0	2.469793	1	0	0	0	0	1	0	0	0	1	0	13	169	0	1	11.82	1
0	0	12	42	1764	1	1.178655	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3.25	1
0	0	12	3	9	0	1.504077434539795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.50	1
0	0	12	13	169	0	1.504077434539795	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.50	1
0	0	9	14	196	0	1.311032	1	1	0	0	2	0	0	0	0	0	1	7	49	0	0	3.71	0
0	0	10	14	196	0	1.8718022108078004	1	0	0	0	3	0	0	0	0	0	1	11	121	1	0	6.50	0
0	0	12	39	1521	1	1.0647107362747192	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	2.90	0
1	0	11	11	121	0	1.722766637802124	1	0	0	0	2	0	0	0	0	0	1	8	64	0	0	5.60	0
0	0	8	28	784	0	0.8020016	1	0	0	0	4	1	1	0	0	0	1	3	9	0	0	2.23	0
0	0	6	18	324	1	1.609438	1	0	0	0	3	0	0	0	1	1	0	0	0	1	0	5.00	1
1	0	16	6	36	0	2.119863510131836	1	0	0	0	0	0	0	0	0	1	0	2	4	0	1	8.33	1
1	0	12	26	676	1	1.0647107362747192	0	0	0	0	4	0	0	0	0	1	1	1	1	1	0	2.90	0
0	0	12	21	441	0	1.8325815200805664	1	0	0	0	3	1	0	0	0	1	1	6	36	1	0	6.25	0
0	0	16	34	1156	0	1.5151273012161254	1	0	0	0	0	1	1	0	0	0	1	2	4	0	0	4.55	0
0	0	12	17	289	1	1.1878434419631958	0	0	0	0	0	0	1	0	1	0	1	2	4	0	0	3.28	0
